t,x,y,z
21930,-5141.327,-4192.140,-1680.648
21960,-5083.100,-4327.335,-1505.234
21990,-5019.177,-4457.682,-1328.129
22020,-4949.629,-4583.033,-1149.531
22050,-4874.533,-4703.247,-969.642
22080,-4793.973,-4818.189,-788.662
22110,-4708.038,-4927.728,-606.795
22140,-4616.824,-5031.742,-424.246
22170,-4520.432,-5130.113,-241.220
22200,-4418.970,-5222.730,-57.923
22230,-4312.551,-5309.489,125.440
22260,-4201.294,-5390.291,308.661
22290,-4085.324,-5465.046,491.535
22320,-3964.770,-5533.670,673.856
22350,-3839.767,-5596.084,855.419
22380,-3710.456,-5652.219,1036.019
22410,-3576.980,-5702.010,1215.453
22440,-3439.490,-5745.403,1393.520
22470,-3298.140,-5782.347,1570.018
22500,-3153.089,-5812.802,1744.749
22530,-3004.498,-5836.732,1917.516
22560,-2852.536,-5854.111,2088.125
22590,-2697.371,-5864.920,2256.383
22620,-2539.179,-5869.146,2422.102
22650,-2378.137,-5866.785,2585.095
22680,-2214.426,-5857.839,2745.178
22710,-2048.230,-5842.318,2902.171
22740,-1879.734,-5820.240,3055.898
22770,-1709.129,-5791.630,3206.185
22800,-1536.607,-5756.521,3352.865
22830,-1362.359,-5714.951,3495.771
22860,-1186.583,-5666.969,3634.743
22890,-1009.475,-5612.627,3769.624
22920,-831.235,-5551.987,3900.265
22950,-652.062,-5485.119,4026.516
22980,-472.158,-5412.096,4148.238
23010,-291.723,-5333.002,4265.292
23040,-110.962,-5247.925,4377.548
23070,69.924,-5156.961,4484.880
23100,250.731,-5060.212,4587.166
23130,431.258,-4957.788,4684.293
23160,611.300,-4849.804,4776.152
23190,790.657,-4736.380,4862.639
23220,969.127,-4617.645,4943.657
23250,1146.511,-4493.732,5019.117
23280,1322.609,-4364.781,5088.932
23310,1497.224,-4230.934,5153.025
23340,1670.160,-4092.345,5211.324
23370,1841.224,-3949.167,5263.764
23400,2010.223,-3801.562,5310.286
23430,2176.969,-3649.695,5350.838
23460,2341.274,-3493.736,5385.374
23490,2502.955,-3333.861,5413.857
23520,2661.830,-3170.249,5436.253
23550,2817.721,-3003.083,5452.538
23580,2970.454,-2832.551,5462.694
23610,3119.857,-2658.843,5466.709
23640,3265.762,-2482.156,5464.579
23670,3408.007,-2302.685,5456.307
23700,3546.432,-2120.634,5441.900
23730,3680.881,-1936.206,5421.377
23760,3811.205,-1749.607,5394.759
23790,3937.255,-1561.047,5362.076
23820,4058.893,-1370.736,5323.365
23850,4175.979,-1178.890,5278.670
23880,4288.385,-985.721,5228.040
23910,4395.982,-791.447,5171.532
23940,4498.650,-596.286,5109.209
23970,4596.275,-400.456,5041.142
24000,4688.746,-204.178,4967.406
24030,4775.959,-7.670,4888.084
24060,4857.816,188.846,4803.265
24090,4934.225,385.151,4713.044
24120,5005.101,581.023,4617.522
24150,5070.363,776.244,4516.807
24180,5129.938,970.594,4411.011
24210,5183.758,1163.856,4300.253
24240,5231.763,1355.812,4184.658
24270,5273.899,1546.247,4064.354
24300,5310.118,1734.947,3939.478
24330,5340.380,1921.700,3810.170
24360,5364.649,2106.298,3676.574
24390,5382.898,2288.532,3538.841
24420,5395.108,2468.197,3397.126
24450,5401.262,2645.093,3251.588
24480,5401.356,2819.021,3102.390
24510,5395.387,2989.785,2949.701
24540,5383.364,3157.193,2793.692
24570,5365.298,3321.058,2634.539
24600,5341.211,3481.196,2472.421
24630,5311.128,3637.426,2307.519
24660,5275.085,3789.574,2140.020
24690,5233.121,3937.469,1970.113
24720,5185.283,4080.944,1797.988
24750,5131.626,4219.839,1623.840
24780,5072.209,4353.997,1447.864
24810,5007.100,4483.270,1270.258
24840,4936.371,4607.510,1091.223
24870,4860.103,4726.581,910.960
24900,4778.381,4840.347,729.672
24930,4691.297,4948.681,547.562
24960,4598.949,5051.464,364.837
24990,4501.442,5148.579,181.701
25020,4398.885,5239.918,-1.640
25050,4291.393,5325.379,-184.979
25080,4179.089,5404.868,-368.109
25110,4062.097,5478.295,-550.826
25140,3940.551,5545.578,-732.923
25170,3814.586,5606.644,-914.196
25200,3684.345,5661.425,-1094.441
25230,3549.974,5709.859,-1273.456
25260,3411.624,5751.894,-1451.040
25290,3269.452,5787.484,-1626.993
25320,3123.616,5816.590,-1801.119
25350,2974.281,5839.179,-1973.221
25380,2821.615,5855.229,-2143.106
25410,2665.789,5864.722,-2310.585
25440,2506.979,5867.648,-2475.470
25470,2345.362,5864.006,-2637.576
25500,2181.120,5853.801,-2796.721
25530,2014.438,5837.046,-2952.728
25560,1845.502,5813.760,-3105.422
25590,1674.501,5783.971,-3254.633
25620,1501.628,5747.714,-3400.194
25650,1327.076,5705.029,-3541.942
25680,1151.040,5655.967,-3679.719
25710,973.718,5600.583,-3813.372
25740,795.307,5538.941,-3942.751
25770,616.008,5471.110,-4067.713
25800,436.021,5397.167,-4188.117
25830,255.547,5317.197,-4303.831
25860,74.787,5231.288,-4414.726
25890,-106.056,5139.540,-4520.678
25920,-286.781,5042.054,-4621.569
25950,-467.185,4938.940,-4717.287
25980,-647.068,4830.316,-4807.726
26010,-826.230,4716.301,-4892.786
26040,-1004.469,4597.026,-4972.372
26070,-1181.589,4472.622,-5046.396
26100,-1357.390,4343.231,-5114.776
26130,-1531.678,4208.996,-5177.436
26160,-1704.257,4070.067,-5234.307
26190,-1874.937,3926.601,-5285.325
26220,-2043.526,3778.758,-5330.434
26250,-2209.838,3626.702,-5369.585
26280,-2373.686,3470.604,-5402.733
26310,-2534.889,3310.637,-5429.843
26340,-2693.266,3146.981,-5450.883
26370,-2848.642,2979.817,-5465.832
26400,-3000.843,2809.333,-5474.672
26430,-3149.700,2635.717,-5477.393
26460,-3295.046,2459.165,-5473.993
26490,-3436.721,2279.872,-5464.475
26520,-3574.565,2098.038,-5448.850
26550,-3708.426,1913.866,-5427.136
26580,-3838.154,1727.560,-5399.355
26610,-3963.603,1539.329,-5365.539
26640,-4084.635,1349.383,-5325.726
26670,-4201.113,1157.932,-5279.959
26700,-4312.908,965.190,-5228.289
26730,-4419.894,771.372,-5170.773
26760,-4521.951,576.694,-5107.475
26790,-4618.966,381.373,-5038.465
26820,-4710.829,185.627,-4963.820
26850,-4797.438,-10.327,-4883.623
26880,-4878.694,-206.269,-4797.962
26910,-4954.507,-401.981,-4706.932
26940,-5024.791,-597.244,-4610.634
26970,-5089.466,-791.840,-4509.176
27000,-5148.461,-985.553,-4402.671
27030,-5201.706,-1178.165,-4291.235
27060,-5249.144,-1369.462,-4174.994
27090,-5290.718,-1559.229,-4054.077
27120,-5326.382,-1747.254,-3928.618
27150,-5356.095,-1933.327,-3798.758
27180,-5379.822,-2117.240,-3664.640
27210,-5397.536,-2298.785,-3526.414
27240,-5409.216,-2477.761,-3384.235
27270,-5414.848,-2653.967,-3238.261
27300,-5414.423,-2827.204,-3088.655
27330,-5407.942,-2997.279,-2935.585
27360,-5395.410,-3164.000,-2779.220
27390,-5376.841,-3327.181,-2619.737
27420,-5352.253,-3486.637,-2457.314
27450,-5321.674,-3642.191,-2292.132
27480,-5285.137,-3793.666,-2124.376
27510,-5242.680,-3940.893,-1954.234
27540,-5194.352,-4083.706,-1781.898
27570,-5140.205,-4221.945,-1607.560
27600,-5080.298,-4355.453,-1431.415
27630,-5014.699,-4484.080,-1253.662
27660,-4943.479,-4607.681,-1074.500
27690,-4866.718,-4726.118,-894.130
27720,-4784.500,-4839.256,-712.754
27750,-4696.918,-4946.968,-530.578
27780,-4604.069,-5049.133,-347.804
27810,-4506.057,-5145.635,-164.640
27840,-4402.990,-5236.365,18.710
27870,-4294.984,-5321.222,202.039
27900,-4182.160,-5400.109,385.140
27930,-4064.643,-5472.937,567.808
27960,-3942.566,-5539.625,749.837
27990,-3816.065,-5600.096,931.022
28020,-3685.282,-5654.283,1111.160
28050,-3550.362,-5702.125,1290.047
28080,-3411.459,-5743.567,1467.483
28110,-3268.726,-5778.563,1643.266
28140,-3122.325,-5807.074,1817.200
28170,-2972.420,-5829.067,1989.089
28200,-2819.178,-5844.517,2158.739
28230,-2662.772,-5853.407,2325.959
28260,-2503.377,-5855.728,2490.561
28290,-2341.172,-5851.476,2652.360
28320,-2176.340,-5840.656,2811.173
28350,-2009.065,-5823.282,2966.823
28380,-1839.535,-5799.372,3119.133
28410,-1667.941,-5768.953,3267.933
28440,-1494.475,-5732.060,3413.055
28470,-1319.332,-5688.734,3554.336
28500,-1142.709,-5639.025,3691.617
28530,-964.803,-5582.989,3824.745
28560,-785.815,-5520.688,3953.568
28590,-605.945,-5452.193,4077.943
28620,-425.395,-5377.581,4197.731
28650,-244.368,-5296.936,4312.795
28680,-63.067,-5210.349,4423.008
28710,118.306,-5117.917,4528.246
28740,299.545,-5019.745,4628.390
28770,480.448,-4915.943,4723.328
28800,660.812,-4806.627,4812.953
28830,840.436,-4691.921,4897.166
28860,1019.116,-4571.954,4975.872
28890,1196.654,-4446.860,5048.982
28920,1372.850,-4316.779,5116.415
28950,1547.507,-4181.858,5178.094
28980,1720.429,-4042.249,5233.952
29010,1891.422,-3898.108,5283.925
29040,2060.294,-3749.597,5327.958
29070,2226.857,-3596.882,5366.000
29100,2390.923,-3440.135,5398.011
29130,2552.309,-3279.531,5423.953
29160,2710.834,-3115.251,5443.797
29190,2866.321,-2947.479,5457.522
29220,3018.594,-2776.403,5465.112
29250,3167.483,-2602.215,5466.559
29280,3312.822,-2425.110,5461.861
29310,3454.448,-2245.287,5451.023
29340,3592.201,-2062.947,5434.057
29370,3725.927,-1878.294,5410.983
29400,3855.477,-1691.536,5381.826
29430,3980.705,-1502.881,5346.618
29460,4101.470,-1312.542,5305.400
29490,4217.637,-1120.731,5258.218
29520,4329.075,-927.664,5205.123
29550,4435.660,-733.556,5146.176
29580,4537.272,-538.626,5081.443
29610,4633.796,-343.092,5010.997
29640,4725.124,-147.174,4934.915
29670,4811.154,48.910,4853.284
29700,4891.788,244.938,4766.195
29730,4966.936,440.693,4673.746
29760,5036.514,635.952,4576.039
29790,5100.442,830.499,4473.186
29820,5158.649,1024.114,4365.301
29850,5211.070,1216.580,4252.505
29880,5257.644,1407.681,4134.926
29910,5298.320,1597.204,4012.694
29940,5333.052,1784.934,3885.948
29970,5361.800,1970.661,3754.829
30000,5384.532,2154.178,3619.485
30030,5401.222,2335.277,3480.068
30060,5411.850,2513.755,3336.735
30090,5416.405,2689.413,3189.646
30120,5414.882,2862.052,3038.968
30150,5407.282,3031.479,2884.870
30180,5393.613,3197.504,2727.525
30210,5373.890,3359.941,2567.110
30240,5348.136,3518.606,2403.805
30270,5316.379,3673.321,2237.795
30300,5278.655,3823.914,2069.266
30330,5235.006,3970.215,1898.409
30360,5185.482,4112.060,1725.414
30390,5130.138,4249.290,1550.477
30420,5069.036,4381.751,1373.795
30450,5002.245,4509.294,1195.568
30480,4929.841,4631.776,1015.994
30510,4851.904,4749.061,835.277
30540,4768.522,4861.016,653.621
30570,4679.790,4967.517,471.228
30600,4585.808,5068.445,288.306
30630,4486.680,5163.686,105.059
30660,4382.520,5253.135,-78.306
30690,4273.443,5336.691,-261.582
30720,4159.574,5414.263,-444.565
30750,4041.040,5485.762,-627.048
30780,3917.975,5551.110,-808.826
30810,3790.517,5610.234,-989.694
30840,3658.810,5663.069,-1169.450
30870,3523.002,5709.557,-1347.891
30900,3383.246,5749.646,-1524.817
30930,3239.699,5783.293,-1700.030
30960,3092.522,5810.460,-1873.333
30990,2941.881,5831.119,-2044.532
31020,2787.946,5845.247,-2213.435
31050,2630.889,5852.830,-2379.852
31080,2470.886,5853.861,-2543.597
31110,2308.117,5848.339,-2704.487
31140,2142.766,5836.272,-2862.341
31170,1975.017,5817.674,-3016.984
31200,1805.058,5792.569,-3168.243
31230,1633.081,5760.984,-3315.947
31260,1459.277,5722.957,-3459.933
31290,1283.842,5678.532,-3600.040
31320,1106.971,5627.759,-3736.111
31350,928.864,5570.696,-3867.995
31380,749.718,5507.408,-3995.544
31410,569.735,5437.968,-4118.617
31440,389.115,5362.453,-4237.077
31470,208.061,5280.949,-4350.791
31500,26.775,5193.549,-4459.633
31530,-154.542,5100.351,-4563.483
31560,-335.686,5001.460,-4662.224
31590,-516.455,4896.987,-4755.748
31620,-696.648,4787.050,-4843.949
31650,-876.063,4671.771,-4926.732
31680,-1054.502,4551.282,-5004.002
31710,-1231.764,4425.716,-5075.676
31740,-1407.652,4295.214,-5141.672
31770,-1581.971,4159.922,-5201.919
31800,-1754.526,4019.993,-5256.350
31830,-1925.125,3875.581,-5304.904
31860,-2093.578,3726.849,-5347.527
31890,-2259.697,3573.963,-5384.172
31920,-2423.297,3417.093,-5414.799
31950,-2584.197,3256.414,-5439.374
31980,-2742.216,3092.107,-5457.870
32010,-2897.179,2924.353,-5470.265
32040,-3048.913,2753.340,-5476.547
32070,-3197.250,2579.258,-5476.708
32100,-3342.024,2402.302,-5470.749
32130,-3483.073,2222.669,-5458.676
32160,-3620.240,2040.559,-5440.501
32190,-3753.372,1856.175,-5416.246
32220,-3882.321,1669.722,-5385.938
32250,-4006.943,1481.408,-5349.609
32280,-4127.098,1291.442,-5307.299
32310,-4242.652,1100.037,-5259.057
32340,-4353.476,907.405,-5204.935
32370,-4459.446,713.762,-5144.993
32400,-4560.444,519.323,-5079.297
32430,-4656.355,324.304,-5007.921
32460,-4747.073,128.924,-4930.943
32490,-4832.495,-66.600,-4848.449
32520,-4912.526,-262.049,-4760.531
32550,-4987.075,-457.207,-4667.285
32580,-5056.059,-651.854,-4568.816
32610,-5119.399,-845.773,-4465.233
32640,-5177.023,-1038.748,-4356.651
32670,-5228.867,-1230.563,-4243.190
32700,-5274.872,-1421.004,-4124.977
32730,-5314.984,-1609.858,-4002.144
32760,-5349.159,-1796.914,-3874.826
32790,-5377.357,-1981.961,-3743.167
32820,-5399.544,-2164.793,-3607.313
32850,-5415.696,-2345.206,-3467.415
32880,-5425.793,-2522.996,-3323.629
32910,-5429.822,-2697.965,-3176.116
32940,-5427.778,-2869.916,-3025.040
32970,-5419.662,-3038.657,-2870.571
33000,-5405.482,-3203.997,-2712.880
33030,-5385.252,-3365.752,-2552.145
33060,-5358.995,-3523.740,-2388.546
33090,-5326.738,-3677.782,-2222.264
33120,-5288.516,-3827.707,-2053.488
33150,-5244.371,-3973.344,-1882.405
33180,-5194.352,-4114.531,-1709.207
33210,-5138.513,-4251.108,-1534.089
33240,-5076.917,-4382.922,-1357.248
33270,-5009.631,-4509.824,-1178.881
33300,-4936.730,-4631.671,-999.189
33330,-4858.295,-4748.326,-818.373
33360,-4774.413,-4859.657,-636.638
33390,-4685.177,-4965.540,-454.187
33420,-4590.687,-5065.853,-271.224
33450,-4491.049,-5160.485,-87.957
33480,-4386.373,-5249.328,95.409
33510,-4276.776,-5332.283,278.668
33540,-4162.381,-5409.256,461.613
33570,-4043.316,-5480.159,644.039
33600,-3919.714,-5544.913,825.740
33630,-3791.713,-5603.445,1006.512
33660,-3659.457,-5655.689,1186.151
33690,-3523.095,-5701.585,1364.455
33720,-3382.778,-5741.083,1541.224
33750,-3238.665,-5774.137,1716.258
33780,-3090.917,-5800.711,1889.360
33810,-2939.700,-5820.774,2060.336
33840,-2785.183,-5834.303,2228.992
33870,-2627.540,-5841.284,2395.140
33900,-2466.947,-5841.709,2558.592
33930,-2303.586,-5835.577,2719.164
33960,-2137.640,-5822.896,2876.675
33990,-1969.294,-5803.679,3030.949
34020,-1798.738,-5777.949,3181.811
34050,-1626.164,-5745.735,3329.093
34080,-1451.764,-5707.072,3472.628
34110,-1275.735,-5662.005,3612.255
34140,-1098.275,-5610.584,3747.817
34170,-919.583,-5552.868,3879.162
34200,-739.859,-5488.922,4006.142
34230,-559.304,-5418.817,4128.615
34260,-378.122,-5342.633,4246.443
34290,-196.516,-5260.455,4359.493
34320,-14.690,-5172.376,4467.639
34350,167.153,-5078.496,4570.760
34380,348.808,-4978.919,4668.739
34410,530.072,-4873.758,4761.468
34440,710.742,-4763.131,4848.841
34470,890.615,-4647.162,4930.761
34500,1069.489,-4525.983,5007.136
34530,1247.163,-4399.728,5077.881
34560,1423.439,-4268.539,5142.916
34590,1598.120,-4132.565,5202.168
34620,1771.008,-3991.958,5255.571
34650,1941.911,-3846.875,5303.065
34680,2110.637,-3697.479,5344.597
34710,2276.996,-3543.938,5380.121
34740,2440.803,-3386.425,5409.597
34770,2601.874,-3225.115,5432.991
34800,2760.029,-3060.190,5450.278
34830,2915.089,-2891.835,5461.437
34860,3066.882,-2720.238,5466.458
34890,3215.236,-2545.591,5465.334
34920,3359.987,-2368.092,5458.066
34950,3500.972,-2187.938,5444.662
34980,3638.031,-2005.331,5425.138
35010,3771.013,-1820.476,5399.515
35040,3899.768,-1633.581,5367.822
35070,4024.150,-1444.854,5330.095
35100,4144.022,-1254.507,5286.375
35130,4259.247,-1062.754,5236.712
35160,4369.697,-869.810,5181.162
35190,4475.248,-675.890,5119.786
35220,4575.781,-481.212,5052.653
35250,4671.184,-285.995,4979.839
35280,4761.348,-90.457,4901.424
35310,4846.173,105.182,4817.498
35340,4925.563,300.704,4728.154
35370,4999.429,495.888,4633.492
35400,5067.688,690.516,4533.618
35430,5130.263,884.369,4428.645
35460,5187.083,1077.231,4318.690
35490,5238.084,1268.884,4203.877
35520,5283.208,1459.114,4084.334
35550,5322.406,1647.706,3960.196
35580,5355.631,1834.450,3831.603
35610,5382.848,2019.136,3698.698
35640,5404.024,2201.556,3561.631
35670,5419.137,2381.505,3420.556
35700,5428.168,2558.782,3275.631
35730,5431.107,2733.187,3127.020
35760,5427.951,2904.525,2974.890
35790,5418.704,3072.604,2819.412
35820,5403.374,3237.233,2660.760
35850,5381.980,3398.230,2499.114
35880,5354.546,3555.412,2334.655
35910,5321.101,3708.603,2167.567
35940,5281.684,3857.633,1998.041
35970,5236.339,4002.332,1826.265
36000,5185.117,4142.539,1652.434
36030,5128.075,4278.097,1476.742
36060,5065.278,4408.853,1299.389
36090,4996.797,4534.662,1120.574
36120,4922.707,4655.381,940.497
36150,4843.094,4770.876,759.362
36180,4758.046,4881.018,577.372
36210,4667.659,4985.683,394.733
36240,4572.036,5084.754,211.649
36270,4471.283,5178.121,28.328
36300,4365.515,5265.680,-155.026
36330,4254.850,5347.332,-338.205
36360,4139.413,5422.987,-521.003
36390,4019.335,5492.561,-703.216
36420,3894.749,5555.976,-884.638
36450,3765.798,5613.162,-1065.065
36480,3632.625,5664.057,-1244.296
36510,3495.380,5708.603,-1422.127
36540,3354.219,5746.752,-1598.361
36570,3209.299,5778.462,-1772.799
36600,3060.784,5803.698,-1945.245
36630,2908.841,5822.435,-2115.506
36660,2753.641,5834.650,-2283.391
36690,2595.357,5840.333,-2448.713
36720,2434.168,5839.478,-2611.285
36750,2270.254,5832.087,-2770.927
36780,2103.800,5818.170,-2927.459
36810,1934.992,5797.742,-3080.706
36840,1764.019,5770.830,-3230.498
36870,1591.074,5737.463,-3376.666
36900,1416.349,5697.681,-3519.048
36930,1240.041,5651.529,-3657.485
36960,1062.347,5599.060,-3791.822
36990,883.466,5540.333,-3921.909
37020,703.598,5475.417,-4047.602
37050,522.943,5404.383,-4168.760
37080,341.705,5327.314,-4285.250
37110,160.085,5244.295,-4396.940
37140,-21.714,5155.421,-4503.707
37170,-203.489,5060.792,-4605.432
37200,-385.036,4960.514,-4702.003
37230,-566.154,4854.701,-4793.311
37260,-746.640,4743.471,-4879.256
37290,-926.293,4626.949,-4959.742
37320,-1104.913,4505.265,-5034.680
37350,-1282.301,4378.557,-5103.987
37380,-1458.258,4246.966,-5167.586
37410,-1632.589,4110.639,-5225.406
37440,-1805.101,3969.729,-5277.384
37470,-1975.600,3824.394,-5323.462
37500,-2143.896,3674.795,-5363.588
37530,-2309.803,3521.100,-5397.719
37560,-2473.135,3363.480,-5425.817
37590,-2633.711,3202.112,-5447.850
37620,-2791.351,3037.175,-5463.794
37650,-2945.881,2868.853,-5473.632
37680,-3097.128,2697.334,-5477.352
37710,-3244.923,2522.809,-5474.951
37740,-3389.102,2345.472,-5466.431
37770,-3529.503,2165.521,-5451.802
37800,-3665.972,1983.157,-5431.080
37830,-3798.354,1798.583,-5404.287
37860,-3926.503,1612.004,-5371.454
37890,-4050.275,1423.628,-5332.616
37920,-4169.532,1233.666,-5287.817
37950,-4284.140,1042.327,-5237.107
37980,-4393.973,849.827,-5180.541
38010,-4498.905,656.379,-5118.182
38040,-4598.821,462.200,-5050.099
38070,-4693.608,267.504,-4976.368
38100,-4783.159,72.511,-4897.070
38130,-4867.374,-122.564,-4812.294
38160,-4946.158,-317.502,-4722.133
38190,-5019.423,-512.085,-4626.688
38220,-5087.086,-706.097,-4526.064
38250,-5149.070,-899.321,-4420.374
38280,-5205.305,-1091.540,-4309.734
38310,-5255.727,-1282.541,-4194.269
38340,-5300.280,-1472.109,-4074.105
38370,-5338.911,-1660.033,-3949.378
38400,-5371.578,-1846.102,-3820.225
38430,-5398.242,-2030.108,-3686.792
38460,-5418.872,-2211.845,-3549.226
38490,-5433.444,-2391.109,-3407.681
38520,-5441.941,-2567.700,-3262.315
38550,-5444.352,-2741.419,-3113.290
38580,-5440.673,-2912.072,-2960.773
38610,-5430.906,-3079.466,-2804.934
38640,-5415.063,-3243.415,-2645.947
38670,-5393.159,-3403.733,-2483.991
38700,-5365.217,-3560.241,-2319.246
38730,-5331.269,-3712.763,-2151.897
38760,-5291.350,-3861.128,-1982.131
38790,-5245.505,-4005.167,-1810.139
38820,-5193.784,-4144.721,-1636.114
38850,-5136.243,-4279.630,-1460.250
38880,-5072.947,-4409.743,-1282.746
38910,-5003.966,-4534.915,-1103.800
38940,-4929.375,-4655.003,-923.613
38970,-4849.258,-4769.872,-742.387
39000,-4763.704,-4879.394,-560.327
39030,-4672.808,-4983.443,-377.637
39060,-4576.671,-5081.904,-194.522
39090,-4475.402,-5174.665,-11.188
39120,-4369.111,-5261.621,172.158
39150,-4257.920,-5342.674,355.311
39180,-4141.951,-5417.734,538.063
39210,-4021.335,-5486.714,720.211
39240,-3896.206,-5549.538,901.548
39270,-3766.706,-5606.134,1081.870
39300,-3632.978,-5656.439,1260.975
39330,-3495.173,-5700.396,1438.661
39360,-3353.445,-5737.955,1614.727
39390,-3207.953,-5769.074,1788.976
39420,-3058.861,-5793.717,1961.212
39450,-2906.335,-5811.858,2131.240
39480,-2750.548,-5823.476,2298.869
39510,-2591.673,-5828.558,2463.911
39540,-2429.889,-5827.097,2626.179
39570,-2265.378,-5819.096,2785.492
39600,-2098.325,-5804.564,2941.669
39630,-1928.916,-5783.518,3094.536
39660,-1757.343,-5755.980,3243.919
39690,-1583.797,-5721.983,3389.652
39720,-1408.474,-5681.565,3531.570
39750,-1231.571,-5634.771,3669.514
39780,-1053.285,-5581.654,3803.329
39810,-873.818,-5522.274,3932.864
39840,-693.370,-5456.698,4057.974
39870,-512.145,-5385.001,4178.518
